Q3,Q4,Q5,Q6,Q7
Full Service Restaurant,Independent,Offering takeout/delivery,No,9
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,4
Full Service Restaurant,Independent,Offering takeout/delivery,No,6
Full Service Restaurant,Independent,Offering takeout/delivery,No,8
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,8
Full Service Restaurant,Independent,Permanently Closed,N/A,NA
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,6
Full Service Restaurant,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,No,5
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,3
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Independent,Offering takeout/delivery,No,9
Drinking Place,Chain,Temporarily Closed,Yes,8
Drinking Place,Independent,Offering takeout/delivery,No,6
Drinking Place,Independent,Offering takeout/delivery,No,4
Drinking Place,Chain,Temporarily Closed,Yes,4
Drinking Place,Independent,Temporarily Closed,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Independent,Offering takeout/delivery,No,5
Drinking Place,Independent,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Offering takeout/delivery,No,4
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Independent,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,No,10
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Independent,Offering takeout/delivery,Yes,8
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Independent,Offering takeout/delivery,Yes,9
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,No,7
Drinking Place,Independent,Offering takeout/delivery,Yes,6
Drinking Place,Independent,Offering takeout/delivery,Yes,8
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Independent,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Temporarily Closed,Yes,5
Drinking Place,Independent,Offering takeout/delivery,No,4
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,No,4
Drinking Place,Chain,Temporarily Closed,Yes,4
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,12
Drinking Place,Independent,Offering takeout/delivery,No,4
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,6
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Temporarily Closed,Yes,5
Drinking Place,Chain,Temporarily Closed,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Independent,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Temporarily Closed,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,No,15
Drinking Place,Independent,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Offering takeout/delivery,Yes,8
Drinking Place,Independent,Offering takeout/delivery,No,3
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,No,6
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Temporarily Closed,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,No,7
Drinking Place,Chain,Temporarily Closed,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Independent,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Temporarily Closed,Yes,6
Drinking Place,Independent,Offering takeout/delivery,No,8
Drinking Place,Chain,Offering takeout/delivery,Yes,10
Drinking Place,Chain,Offering takeout/delivery,No,3
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,7
Drinking Place,Chain,Offering takeout/delivery,No,4
Drinking Place,Chain,Temporarily Closed,No,4
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Independent,Temporarily Closed,Yes,3
Drinking Place,Chain,Offering takeout/delivery,No,7
Drinking Place,Chain,Offering takeout/delivery,Yes,10
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,No,5
Drinking Place,Chain,Offering takeout/delivery,Yes,1
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,10
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Independent,Offering takeout/delivery,Yes,3
Drinking Place,Independent,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,No,7
Drinking Place,Independent,Offering takeout/delivery,No,6
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,No,3
Drinking Place,Chain,Temporarily Closed,No,3
Drinking Place,Independent,Offering takeout/delivery,No,2
Drinking Place,Chain,Offering takeout/delivery,No,1
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,No,5
Drinking Place,Chain,Offering takeout/delivery,No,4
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,No,6
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Temporarily Closed,Yes,5
Drinking Place,Chain,Offering takeout/delivery,No,5
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Independent,Temporarily Closed,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,1
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,4
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,No,3
Drinking Place,Chain,Offering takeout/delivery,No,4
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,3
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Independent,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Offering takeout/delivery,Yes,9
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Independent,Offering takeout/delivery,Yes,1
Drinking Place,Chain,Temporarily Closed,Yes,6
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,No,2
Drinking Place,Chain,Temporarily Closed,Yes,7
Drinking Place,Independent,Offering takeout/delivery,No,3
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Independent,Offering takeout/delivery,No,6
Drinking Place,Independent,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,0
Drinking Place,Independent,Offering takeout/delivery,Yes,12
Drinking Place,Independent,Offering takeout/delivery,Yes,9
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,No,4
Drinking Place,Chain,Offering takeout/delivery,Yes,9
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Offering takeout/delivery,Yes,12
Drinking Place,Independent,Temporarily Closed,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Independent,Offering takeout/delivery,No,8
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Temporarily Closed,No,3
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Temporarily Closed,Yes,3
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Temporarily Closed,Yes,6
Drinking Place,Chain,Offering takeout/delivery,No,7
Drinking Place,Independent,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Temporarily Closed,Yes,5
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,8
Drinking Place,Chain,Offering takeout/delivery,Yes,11
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Temporarily Closed,Yes,3
Drinking Place,Chain,Offering takeout/delivery,No,1
Drinking Place,Independent,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Chain,Temporarily Closed,Yes,5
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Independent,Offering takeout/delivery,Yes,3
Drinking Place,Independent,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Offering takeout/delivery,No,5
Drinking Place,Independent,Offering takeout/delivery,Yes,6
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,5
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Independent,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,1
Drinking Place,Independent,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Independent,Offering takeout/delivery,No,4
Drinking Place,Chain,Offering takeout/delivery,No,8
Drinking Place,Chain,Temporarily Closed,No,4
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,8
Drinking Place,Chain,Temporarily Closed,Yes,0
Drinking Place,Chain,Temporarily Closed,Yes,6
Drinking Place,Independent,Offering takeout/delivery,Yes,1
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,5
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,No,9
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,5
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Independent,Offering takeout/delivery,Yes,10
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Independent,Offering takeout/delivery,Yes,8
Drinking Place,Chain,Offering takeout/delivery,Yes,9
Drinking Place,Independent,Temporarily Closed,No,4
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,7
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Independent,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Temporarily Closed,No,7
Drinking Place,Independent,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,6
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Independent,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,No,6
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Temporarily Closed,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,8
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Independent,Offering takeout/delivery,No,8
Drinking Place,Independent,Offering takeout/delivery,No,3
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Independent,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,No,5
Drinking Place,Chain,Offering takeout/delivery,Yes,9
Drinking Place,Independent,Offering takeout/delivery,Yes,3
Drinking Place,Independent,Offering takeout/delivery,Yes,1
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Temporarily Closed,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Temporarily Closed,Yes,5
Drinking Place,Independent,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,No,3
Drinking Place,Chain,Offering takeout/delivery,Yes,10
Drinking Place,Chain,Offering takeout/delivery,No,7
Drinking Place,Chain,Offering takeout/delivery,No,5
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Independent,Temporarily Closed,No,3
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,2
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Independent,Offering takeout/delivery,No,3
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,No,5
Drinking Place,Independent,Offering takeout/delivery,No,3
Drinking Place,Independent,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Independent,Offering takeout/delivery,Yes,3
Drinking Place,Independent,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Independent,Temporarily Closed,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,No,1
Drinking Place,Chain,Offering takeout/delivery,Yes,9
Drinking Place,Chain,Offering takeout/delivery,No,3
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,8
Drinking Place,Chain,Offering takeout/delivery,Yes,1
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,8
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,2
Drinking Place,Chain,Offering takeout/delivery,No,4
Drinking Place,Chain,Temporarily Closed,No,2
Drinking Place,Chain,Offering takeout/delivery,Yes,9
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Independent,Offering takeout/delivery,No,5
Drinking Place,Independent,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Independent,Temporarily Closed,Yes,3
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Drinking Place,Independent,Offering takeout/delivery,Yes,4
Drinking Place,Chain,Temporarily Closed,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,5
Drinking Place,Chain,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Independent,Offering takeout/delivery,Yes,7
Drinking Place,Chain,Temporarily Closed,Yes,5
Drinking Place,Chain,Offering takeout/delivery,No,7
Drinking Place,Chain,Offering takeout/delivery,No,2
Drinking Place,Chain,Offering takeout/delivery,Yes,6
Drinking Place,Chain,Offering takeout/delivery,Yes,3
Drinking Place,Chain,Permanently Closed,N/A,NA
Drinking Place,Chain,Offering takeout/delivery,Yes,4
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Temporarily Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Temporarily Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Temporarily Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Independent,Temporarily Closed,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Temporarily Closed,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Temporarily Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Temporarily Closed,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Temporarily Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Temporarily Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Temporarily Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Permanently Closed,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Chain,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Offering takeout/delivery,N/A,N/A
Caterer,Independent,Permanently Closed,N/A,N/A
